order_id,product_id,customer_id,quantity,unit_price,line_total,discount_pct,shipping_cost,currency,order_status,payment_method,sales_channel,order_date,shipping_date
9830,87410,1843,3,16.69,50.07,,11.21,USD,Cancelled,Credit Card,Partner,2024-10-23,2024-10-30
1936,14138,7294,4,8.78,35.12,0.05,36.98,USD,Shipped,Invoice,Online,2024-10-24,2024-10-30
3509,46218,4874,4,49.45,197.8,,22.33,USD,Delivered,Credit Card,Field Sales,2024-10-24,2024-10-30
4734,47070,4323,5,69.95,349.75,0.1,22.41,USD,Delivered,Credit Card,Field Sales,2024-10-24,
5062,25689,4874,5,79.41,397.05,,1.33,USD,Delivered,Credit Card,Field Sales,2024-10-24,2024-10-27
5200,92848,2636,1,50.27,50.27,0.2,6.85,USD,Delivered,Credit Card,Online,2024-10-24,2024-10-27
5303,80714,5918,4,60.06,240.24,0.1,27.1,USD,Shipped,Credit Card,Marketplace,2024-10-24,2024-10-24
5635,24366,8970,1,45.65,45.65,,13.3,USD,Returned,Bank Transfer,Field Sales,2024-10-24,2024-10-25
5990,24366,5478,4,83.44,333.76,0.15,36.79,USD,Delivered,PayPal,Field Sales,2024-10-24,2024-10-26
6029,56610,1798,5,72.64,363.2,0.05,17.77,USD,Shipped,Credit Card,Online,2024-10-24,2024-10-27
7377,12331,2484,4,66.09,264.36,,16.84,USD,Cancelled,Credit Card,Online,2024-10-24,2024-10-24
7951,89498,8970,2,55.51,111.02,0.1,28.73,USD,Pending,Credit Card,Marketplace,2024-10-24,2024-10-29
8972,28849,7241,5,57.02,285.1,0.1,8.48,USD,Shipped,Credit Card,Online,2024-10-24,2024-10-27
9465,47070,4926,5,48.0,240.0,0.05,4.72,USD,Shipped,Credit Card,Partner,2024-10-24,2024-10-24
9602,50049,5977,5,63.2,316.0,,1.82,USD,Delivered,Bank Transfer,Marketplace,2024-10-24,2024-10-31
900,92371,9724,4,37.08,148.32,,39.16,USD,Returned,Credit Card,Online,2024-10-25,
1208,38746,1798,5,23.62,118.1,0.05,32.68,USD,Delivered,Credit Card,Marketplace,2024-10-25,2024-10-26
2593,50555,5478,1,39.97,39.97,,4.04,USD,Delivered,Credit Card,Field Sales,2024-10-25,2024-10-29
4126,37988,5036,2,65.28,130.56,,29.92,USD,Delivered,Credit Card,Field Sales,2024-10-25,
4171,32538,2750,2,40.8,81.6,0.1,36.82,USD,Shipped,PayPal,Online,2024-10-25,2024-10-25
5154,11677,2636,2,31.2,62.4,0.15,33.54,USD,Shipped,Credit Card,Partner,2024-10-25,2024-10-31
5378,30484,5977,1,77.91,77.91,,32.14,USD,Delivered,Credit Card,Online,2024-10-25,2024-10-30
6942,85413,2803,1,35.27,35.27,0.1,13.54,USD,Delivered,Invoice,Online,2024-10-25,2024-11-01
8056,20142,4874,5,121.11,605.55,,34.29,USD,Delivered,Credit Card,Online,2024-10-25,2024-10-31
8749,77188,8682,3,53.0,159.0,,1.89,USD,Shipped,Credit Card,Partner,2024-10-25,2024-10-29
9857,20142,6855,2,106.52,213.04,0.15,30.01,USD,Shipped,Bank Transfer,Partner,2024-10-25,2024-10-29
1343,68066,2636,3,28.26,84.78,,16.04,USD,Delivered,Bank Transfer,Online,2024-10-26,2024-10-31
1858,15120,1798,5,120.41,602.05,,17.58,USD,Delivered,Bank Transfer,Online,2024-10-26,2024-10-31
2353,84291,2750,3,177.8,533.4,,24.96,USD,Cancelled,Credit Card,Field Sales,2024-10-26,2024-11-02
3965,76388,3039,2,27.13,54.26,0.15,34.58,USD,Delivered,Credit Card,Online,2024-10-26,2024-10-29
4438,22879,9735,5,52.95,264.75,,5.46,USD,Cancelled,Bank Transfer,Online,2024-10-26,2024-10-31
4509,84291,9724,3,204.59,613.77,,25.07,USD,Delivered,Bank Transfer,Online,2024-10-26,2024-10-28
5434,93966,4323,2,84.22,168.44,,17.22,USD,Delivered,Credit Card,Online,2024-10-26,2024-10-27
7301,76388,1826,1,112.62,112.62,,25.19,USD,Delivered,PayPal,Field Sales,2024-10-26,2024-10-27
8297,48936,9309,1,50.23,50.23,,22.3,USD,Pending,Credit Card,Online,2024-10-26,
9866,89498,9029,3,145.69,437.07,0.1,32.4,USD,Delivered,Credit Card,Online,2024-10-26,2024-10-28
9987,56610,7588,3,139.02,417.06,,37.08,USD,Delivered,Credit Card,Online,2024-10-26,2024-10-30
21,96046,4185,4,72.34,289.36,0.05,39.24,USD,Delivered,Credit Card,Online,2024-10-27,2024-10-27
283,82955,5713,2,33.17,66.34,,34.61,USD,Shipped,Credit Card,Online,2024-10-27,2024-10-28
1611,99834,8970,2,70.73,141.46,0.05,30.12,USD,Cancelled,Credit Card,Online,2024-10-27,2024-10-29
1759,70383,2750,4,77.45,309.8,,23.83,USD,Delivered,PayPal,Online,2024-10-27,2024-10-30
2153,16643,7294,3,57.14,171.42,0.15,30.45,USD,Delivered,Invoice,Online,2024-10-27,2024-10-27
2720,19102,9029,4,36.75,147.0,,0.02,USD,Shipped,Credit Card,Partner,2024-10-27,2024-11-02
2783,12773,4273,3,133.45,400.35,,29.53,USD,Shipped,Bank Transfer,Online,2024-10-27,2024-10-27
4697,51659,8682,1,68.07,68.07,,25.01,USD,Pending,Bank Transfer,Field Sales,2024-10-27,2024-10-29
6257,92433,5893,5,66.76,333.8,,5.01,USD,Delivered,PayPal,Online,2024-10-27,2024-10-29
6748,25404,4874,4,123.61,494.44,,31.09,USD,Shipped,Credit Card,Online,2024-10-27,2024-10-28
6796,50895,8524,4,99.55,398.2,,31.53,USD,Cancelled,Bank Transfer,Marketplace,2024-10-27,2024-10-30
6803,69255,7816,2,27.07,54.14,0.05,38.24,USD,Delivered,Credit Card,Online,2024-10-27,2024-10-28
7821,15711,1843,3,73.88,221.64,,24.41,USD,Delivered,Credit Card,Online,2024-10-27,2024-10-29
8639,83735,7426,2,30.45,60.9,,33.27,USD,Returned,PayPal,Partner,2024-10-27,2024-10-27
9974,19102,9724,3,8.49,25.47,,10.21,USD,Delivered,Bank Transfer,Online,2024-10-27,2024-11-02
1382,56610,5713,4,27.25,109.0,0.15,38.78,USD,Delivered,Credit Card,Online,2024-10-28,2024-11-02
2623,66335,8524,4,53.09,212.36,0.05,9.37,USD,Delivered,Bank Transfer,Partner,2024-10-28,2024-11-03
3289,45999,2484,4,53.6,214.4,,38.25,USD,Delivered,Bank Transfer,Field Sales,2024-10-28,2024-10-30
4327,19102,1798,1,94.29,94.29,,34.26,USD,Delivered,Credit Card,Online,2024-10-28,2024-10-31
4616,61541,4273,4,22.1,88.4,0.05,13.58,USD,Shipped,Credit Card,Online,2024-10-28,2024-10-29
4668,41913,2484,1,136.27,136.27,,27.16,USD,Pending,Credit Card,Online,2024-10-28,2024-11-03
4702,93966,4926,5,22.36,111.8,,24.21,USD,Delivered,Credit Card,Online,2024-10-28,2024-10-31
4841,77188,8970,2,92.71,185.42,,38.85,USD,Shipped,Bank Transfer,Online,2024-10-28,2024-10-31
5120,66880,8008,4,45.07,180.28,0.05,8.32,USD,Delivered,Credit Card,Partner,2024-10-28,2024-10-29
5522,57651,4874,4,25.32,101.28,,32.54,USD,Delivered,Invoice,Marketplace,2024-10-28,2024-10-28
6090,28849,2803,3,39.3,117.9,,25.4,USD,Cancelled,Bank Transfer,Marketplace,2024-10-28,2024-10-29
7265,18701,2147,1,134.65,134.65,0.05,3.06,USD,Shipped,Bank Transfer,Online,2024-10-28,2024-11-02
8744,22032,1826,1,99.28,99.28,0.1,29.53,USD,Shipped,Credit Card,Online,2024-10-28,2024-10-29
150,41913,4978,2,52.42,104.84,,35.66,USD,Delivered,Credit Card,Online,2024-10-29,2024-11-02
1093,67161,2636,1,24.42,24.42,,0.16,USD,Delivered,Bank Transfer,Field Sales,2024-10-29,2024-11-04
4776,24366,7294,1,20.85,20.85,0.15,26.73,USD,Pending,Credit Card,Online,2024-10-29,2024-11-03
5183,50555,7588,4,33.0,132.0,0.15,12.93,USD,Delivered,Credit Card,Partner,2024-10-29,2024-11-01
6007,57651,8682,1,42.73,42.73,0.15,39.88,USD,Shipped,Bank Transfer,Online,2024-10-29,2024-11-01
6115,65365,6855,4,88.06,352.24,,19.2,USD,Delivered,Credit Card,Online,2024-10-29,2024-10-30
6765,99834,2750,4,192.0,768.0,0.05,27.09,USD,Cancelled,PayPal,Online,2024-10-29,2024-10-31
6791,69255,2750,3,65.12,195.36,0.15,36.47,USD,Pending,Bank Transfer,Online,2024-10-29,2024-11-05
6859,89498,6774,2,145.01,290.02,,19.38,USD,Delivered,Credit Card,Partner,2024-10-29,2024-11-02
7149,83571,8008,3,59.91,179.73,0.1,1.28,USD,Delivered,PayPal,Partner,2024-10-29,2024-11-02
7344,68066,1843,5,91.32,456.6,,5.32,USD,Pending,Credit Card,Partner,2024-10-29,2024-11-01
7491,37555,6673,2,115.44,230.88,,8.5,USD,Shipped,PayPal,Online,2024-10-29,2024-11-03
7699,37988,7833,1,58.91,58.91,,19.88,USD,Delivered,Credit Card,Online,2024-10-29,2024-11-01
7724,76388,4185,3,76.22,228.66,0.1,32.03,USD,Delivered,Credit Card,Online,2024-10-29,2024-10-31
8536,56165,2147,1,32.17,32.17,,2.44,USD,Cancelled,PayPal,Online,2024-10-29,2024-10-29
8592,66784,5893,1,196.11,196.11,,23.12,USD,Delivered,PayPal,Marketplace,2024-10-29,2024-11-03
8798,21606,4978,2,69.25,138.5,,33.37,USD,Delivered,Credit Card,Online,2024-10-29,2024-11-03
9633,15120,1826,3,78.34,235.02,,0.8,USD,Delivered,Credit Card,Online,2024-10-29,2024-11-02
1140,80733,2484,2,92.57,185.14,,0.26,USD,Delivered,Credit Card,Field Sales,2024-10-30,
1811,94818,7241,5,139.82,699.1,,28.5,USD,Shipped,Invoice,Marketplace,2024-10-30,2024-11-05
1888,15752,8682,3,95.62,286.86,,38.29,USD,Pending,Bank Transfer,Field Sales,2024-10-30,2024-10-30
2990,66880,8682,5,152.93,764.65,0.1,9.29,USD,Cancelled,Credit Card,Field Sales,2024-10-30,2024-11-02
3522,66327,2484,3,4.5,13.5,0.1,5.86,USD,Shipped,Credit Card,Partner,2024-10-30,2024-10-31
4156,63232,5478,2,42.77,85.54,0.15,21.58,USD,Delivered,Bank Transfer,Partner,2024-10-30,2024-11-05
6830,66880,7241,1,69.12,69.12,,39.98,USD,Delivered,Credit Card,Online,2024-10-30,2024-11-02
7382,94930,6673,3,122.99,368.97,0.05,32.64,USD,Shipped,Credit Card,Online,2024-10-30,2024-11-04
7754,65365,7588,4,117.79,471.16,,14.68,USD,Pending,Credit Card,Online,2024-10-30,2024-11-06
7777,28680,7426,1,97.21,97.21,,32.4,USD,Delivered,Credit Card,Online,2024-10-30,2024-11-04
8346,69255,9029,1,236.68,236.68,,29.03,USD,Pending,PayPal,Partner,2024-10-30,2024-10-31
9503,63232,9724,1,126.86,126.86,0.05,18.55,USD,Delivered,Credit Card,Online,2024-10-30,2024-11-01
9576,12331,7922,2,61.59,123.18,0.05,3.57,USD,Delivered,Invoice,Field Sales,2024-10-30,2024-11-06
9690,80714,2147,2,17.86,35.72,,24.76,USD,Delivered,Bank Transfer,Partner,2024-10-30,2024-11-03
403,35379,6774,4,4.75,19.0,0.05,16.36,USD,Delivered,PayPal,Field Sales,2024-10-31,2024-11-07
1337,82955,8008,1,70.66,70.66,0.05,33.5,USD,Delivered,Credit Card,Online,2024-10-31,2024-11-05
2312,66335,3039,1,191.75,191.75,0.05,39.03,USD,Delivered,Bank Transfer,Online,2024-10-31,2024-10-31
2533,66335,5036,2,97.16,194.32,,16.43,USD,Cancelled,PayPal,Marketplace,2024-10-31,2024-11-01
3748,50049,3039,5,37.63,188.15,,2.52,USD,Pending,Credit Card,Partner,2024-10-31,2024-11-03
3922,77097,4185,5,14.41,72.05,,4.98,USD,Delivered,Bank Transfer,Online,2024-10-31,2024-11-04
3945,48936,2750,2,189.26,378.52,,14.69,USD,Cancelled,PayPal,Marketplace,2024-10-31,
3977,13514,7095,4,162.95,651.8,0.2,26.68,USD,Delivered,Credit Card,Partner,2024-10-31,2024-11-02
4889,32538,4926,2,99.0,198.0,0.1,5.58,USD,Cancelled,Credit Card,Online,2024-10-31,2024-11-05
5122,89665,2484,4,17.91,71.64,,24.45,USD,Delivered,Credit Card,Partner,2024-10-31,2024-11-02
5333,93970,5893,1,22.07,22.07,,28.25,USD,Shipped,PayPal,Online,2024-10-31,2024-11-04
5821,51982,7833,4,108.07,432.28,,37.52,USD,Delivered,Credit Card,Marketplace,2024-10-31,2024-11-04
6023,96046,2636,5,32.11,160.55,0.05,30.34,USD,Shipped,Credit Card,Online,2024-10-31,2024-11-04
6344,96046,5478,2,73.47,146.94,,12.96,USD,Cancelled,Credit Card,Marketplace,2024-10-31,2024-11-05
6464,14138,1572,2,26.2,52.4,,23.48,USD,Delivered,PayPal,Marketplace,2024-10-31,2024-11-04
6487,30484,9029,1,209.42,209.42,0.05,34.72,USD,Delivered,PayPal,Online,2024-10-31,2024-11-02
997,69662,7816,4,33.69,134.76,,0.52,USD,Delivered,Invoice,Online,2024-11-01,2024-11-05
1755,18701,1394,3,92.47,277.41,0.05,3.22,USD,Shipped,Credit Card,Partner,2024-11-01,2024-11-06
2066,71609,9309,3,205.42,616.26,,15.34,USD,Cancelled,Credit Card,Online,2024-11-01,2024-11-05
2168,35379,4926,3,71.23,213.69,,1.89,USD,Shipped,PayPal,Online,2024-11-01,2024-11-02
2536,55529,1826,4,62.61,250.44,0.1,8.48,USD,Shipped,Credit Card,Online,2024-11-01,2024-11-03
4807,58298,5597,1,31.28,31.28,,39.96,USD,Delivered,Invoice,Online,2024-11-01,2024-11-02
5685,15120,7816,3,8.45,25.35,0.05,22.17,USD,Delivered,Credit Card,Online,2024-11-01,2024-11-03
6484,34313,7816,2,56.4,112.8,,24.54,USD,Shipped,Credit Card,Online,2024-11-01,2024-11-06
7494,82955,9029,3,122.49,367.47,,0.43,USD,Returned,PayPal,Field Sales,2024-11-01,2024-11-04
7667,61633,5597,1,39.48,39.48,,5.67,USD,Delivered,Invoice,Online,2024-11-01,2024-11-05
7807,25404,4185,1,55.16,55.16,,24.65,USD,Cancelled,Bank Transfer,Online,2024-11-01,2024-11-01
8575,46218,4185,3,18.0,54.0,,0.03,USD,Delivered,Invoice,Partner,2024-11-01,2024-11-02
8955,42933,9724,4,13.47,53.88,,16.56,USD,Delivered,Bank Transfer,Online,2024-11-01,2024-11-01
8999,87410,2147,1,9.74,9.74,0.1,8.73,USD,Delivered,PayPal,Online,2024-11-01,2024-11-07
9128,22879,2147,4,24.55,98.2,,0.93,USD,Delivered,Credit Card,Online,2024-11-01,2024-11-04
180,32538,7241,5,108.36,541.8,,36.22,USD,Delivered,Credit Card,Online,2024-11-02,2024-11-02
475,90413,2803,1,66.44,66.44,,6.08,USD,Delivered,Invoice,Field Sales,2024-11-02,2024-11-06
622,66335,9309,3,119.44,358.32,,6.78,USD,Delivered,Credit Card,Online,2024-11-02,2024-11-02
1758,66335,4978,2,98.72,197.44,0.15,28.32,USD,Delivered,Credit Card,Online,2024-11-02,2024-11-03
1874,66880,2750,2,29.81,59.62,,25.45,USD,Delivered,Credit Card,Partner,2024-11-02,2024-11-08
2441,22879,9029,1,55.82,55.82,0.1,15.0,USD,Delivered,Credit Card,Online,2024-11-02,2024-11-06
2883,25404,1843,2,87.14,174.28,,35.08,USD,Shipped,Bank Transfer,Online,2024-11-02,2024-11-02
3153,94818,6774,1,28.84,28.84,0.1,16.03,USD,Delivered,Credit Card,Marketplace,2024-11-02,2024-11-08
4037,52889,1798,2,135.97,271.94,,31.15,USD,Delivered,Credit Card,Marketplace,2024-11-02,2024-11-07
5699,36507,5918,1,102.7,102.7,,28.35,USD,Shipped,Credit Card,Online,2024-11-02,2024-11-05
6358,66784,2803,5,35.87,179.35,,7.38,USD,Delivered,Bank Transfer,Marketplace,2024-11-02,2024-11-04
6429,50049,6774,1,30.57,30.57,,26.86,USD,Returned,Bank Transfer,Online,2024-11-02,2024-11-02
6810,12773,1572,2,135.8,271.6,,10.71,USD,Shipped,Bank Transfer,Field Sales,2024-11-02,2024-11-06
8217,56610,1798,4,158.81,635.24,,0.91,USD,Delivered,Credit Card,Online,2024-11-02,2024-11-02
8863,66562,5918,4,59.42,237.68,0.05,26.21,USD,Shipped,Credit Card,Online,2024-11-02,2024-11-03
9155,92085,2803,4,83.94,335.76,,23.07,USD,Returned,Bank Transfer,Online,2024-11-02,2024-11-03
9617,16643,5977,1,38.06,38.06,0.1,7.93,USD,Shipped,Credit Card,Online,2024-11-02,2024-11-05
9862,80733,1572,2,38.9,77.8,,36.29,USD,Cancelled,Bank Transfer,Field Sales,2024-11-02,2024-11-07
493,96761,7426,5,47.7,238.5,,20.65,USD,Cancelled,Invoice,Online,2024-11-03,2024-11-08
1656,69255,5597,5,30.37,151.85,,29.09,USD,Delivered,Credit Card,Online,2024-11-03,
2822,43835,8008,3,73.65,220.95,0.05,1.42,USD,Delivered,PayPal,Field Sales,2024-11-03,2024-11-03
3266,32935,1798,5,23.42,117.1,0.15,17.74,USD,Delivered,PayPal,Online,2024-11-03,2024-11-05
3518,88729,8682,3,62.08,186.24,,21.89,USD,Shipped,Credit Card,Field Sales,2024-11-03,2024-11-03
3580,66335,7588,4,242.78,971.12,,30.05,USD,Delivered,Credit Card,Online,2024-11-03,2024-11-05
5847,93743,9724,1,178.21,178.21,,23.09,USD,Delivered,Credit Card,Online,2024-11-03,2024-11-09
6826,55065,6774,3,88.52,265.56,0.1,0.57,USD,Delivered,Credit Card,Partner,2024-11-03,2024-11-03
7452,28849,6673,3,5.39,16.17,,31.47,USD,Pending,Credit Card,Online,2024-11-03,2024-11-04
8690,10169,8706,1,28.5,28.5,,19.26,USD,Delivered,Bank Transfer,Online,2024-11-03,2024-11-07
9502,88431,8008,2,34.24,68.48,0.05,17.88,USD,Shipped,Bank Transfer,Field Sales,2024-11-03,2024-11-04
9535,50555,4874,3,237.89,713.67,,28.15,USD,Delivered,Bank Transfer,Field Sales,2024-11-03,2024-11-10
273,89204,5977,4,245.73,982.92,,26.71,USD,Cancelled,Credit Card,Online,2024-11-04,2024-11-04
677,55604,8706,4,55.21,220.84,,11.61,USD,Delivered,Credit Card,Online,2024-11-04,2024-11-05
1028,35379,3039,4,151.29,605.16,0.2,7.62,USD,Delivered,Bank Transfer,Online,2024-11-04,2024-11-07
1243,15658,1394,5,47.81,239.05,,21.65,USD,Returned,Invoice,Marketplace,2024-11-04,2024-11-07
1438,41513,7241,3,26.48,79.44,,8.85,USD,Cancelled,Bank Transfer,Online,2024-11-04,2024-11-07
1657,38122,5977,1,53.43,53.43,,30.45,USD,Delivered,Bank Transfer,Partner,2024-11-04,2024-11-05
1997,79661,9309,2,47.13,94.26,,31.4,USD,Cancelled,Credit Card,Marketplace,2024-11-04,2024-11-08
4102,86398,9735,4,150.82,603.28,,7.06,USD,Delivered,Bank Transfer,Online,2024-11-04,2024-11-09
4802,76524,9029,5,79.79,398.95,0.05,2.54,USD,Shipped,Credit Card,Field Sales,2024-11-04,2024-11-05
4843,55529,7816,5,67.83,339.15,0.1,9.77,USD,Delivered,PayPal,Online,2024-11-04,2024-11-08
4848,19951,1798,5,27.95,139.75,0.1,1.31,USD,Delivered,Credit Card,Partner,2024-11-04,2024-11-04
6831,12757,6855,4,29.4,117.6,,2.05,USD,Pending,Credit Card,Online,2024-11-04,2024-11-11
7021,69662,8682,2,59.07,118.14,,21.05,USD,Shipped,Credit Card,Field Sales,2024-11-04,2024-11-10
7610,66784,5977,1,50.59,50.59,,0.62,USD,Delivered,Bank Transfer,Field Sales,2024-11-04,2024-11-11
8101,78355,9724,5,103.52,517.6,,9.71,USD,Delivered,Credit Card,Field Sales,2024-11-04,2024-11-10
8979,93966,5478,5,28.54,142.7,0.2,36.77,USD,Delivered,PayPal,Online,2024-11-04,2024-11-08
246,84291,8970,4,47.71,190.84,0.2,10.31,USD,Delivered,Bank Transfer,Field Sales,2024-11-05,2024-11-08
1288,76388,7588,3,81.6,244.8,,11.12,USD,Delivered,Credit Card,Marketplace,2024-11-05,2024-11-07
3472,28849,3039,5,147.19,735.95,,29.15,USD,Delivered,PayPal,Marketplace,2024-11-05,2024-11-10
3687,39096,8008,5,33.2,166.0,0.05,14.69,USD,Delivered,Invoice,Online,2024-11-05,2024-11-06
3757,20142,5977,4,29.66,118.64,,23.34,USD,Delivered,Bank Transfer,Online,2024-11-05,2024-11-06
5040,94930,5036,4,6.18,24.72,,27.58,USD,Shipped,Invoice,Field Sales,2024-11-05,2024-11-05
5919,63232,1394,1,35.71,35.71,,17.69,USD,Delivered,PayPal,Marketplace,2024-11-05,2024-11-10
6492,15658,2147,5,5.0,25.0,,5.05,USD,Delivered,Credit Card,Online,2024-11-05,2024-11-07
6651,35379,6673,3,149.77,449.31,0.2,18.01,USD,Cancelled,Credit Card,Online,2024-11-05,2024-11-11
6657,11677,8706,4,44.77,179.08,,20.82,USD,Shipped,Credit Card,Marketplace,2024-11-05,2024-11-07
9048,83735,1394,2,78.37,156.74,0.05,16.42,USD,Delivered,Credit Card,Online,2024-11-05,2024-11-06
9793,12773,5893,2,137.54,275.08,,17.76,USD,Shipped,Credit Card,Partner,2024-11-05,2024-11-05
1106,15658,4323,4,117.57,470.28,,24.93,USD,Shipped,Credit Card,Online,2024-11-06,2024-11-12
2036,87410,7241,4,93.94,375.76,0.05,4.43,USD,Pending,Credit Card,Online,2024-11-06,2024-11-11
2072,96046,1572,4,164.29,657.16,,37.84,USD,Pending,Credit Card,Partner,2024-11-06,2024-11-11
2427,92371,2147,4,11.2,44.8,0.15,35.23,USD,Cancelled,Bank Transfer,Online,2024-11-06,2024-11-07
3336,12331,3039,2,100.39,200.78,0.2,7.34,USD,Cancelled,Bank Transfer,Marketplace,2024-11-06,2024-11-07
3416,38746,7294,1,149.18,149.18,,0.83,USD,Delivered,Bank Transfer,Online,2024-11-06,2024-11-13
4204,88431,7816,1,13.6,13.6,,26.42,USD,Shipped,Bank Transfer,Online,2024-11-06,2024-11-10
4439,38746,5597,1,145.67,145.67,,28.39,USD,Shipped,Credit Card,Online,2024-11-06,2024-11-09
5096,96761,8432,1,45.58,45.58,0.1,4.25,USD,Delivered,Credit Card,Field Sales,2024-11-06,2024-11-09
6698,30484,8008,2,43.32,86.64,,1.03,USD,Delivered,Credit Card,Field Sales,2024-11-06,2024-11-11
9482,85413,2484,1,68.7,68.7,,36.36,USD,Delivered,PayPal,Online,2024-11-06,2024-11-11
9586,93966,5597,4,11.7,46.8,,18.22,USD,Shipped,PayPal,Online,2024-11-06,2024-11-12
9908,27252,5597,1,134.07,134.07,,23.13,USD,Shipped,Invoice,Field Sales,2024-11-06,2024-11-09
122,64337,1798,1,64.61,64.61,,17.13,USD,Shipped,Credit Card,Online,2024-11-07,2024-11-09
3471,40679,1394,5,56.41,282.05,,26.91,USD,Shipped,Bank Transfer,Marketplace,2024-11-07,2024-11-11
5690,57677,7241,3,115.81,347.43,,20.51,USD,Shipped,Bank Transfer,Online,2024-11-07,2024-11-09
6541,78284,6774,4,11.44,45.76,0.15,26.89,USD,Delivered,Credit Card,Online,2024-11-07,2024-11-10
7132,99834,1798,2,73.22,146.44,0.05,25.23,USD,Returned,Credit Card,Partner,2024-11-07,2024-11-07
7383,71410,7426,2,37.74,75.48,,14.98,USD,Delivered,PayPal,Field Sales,2024-11-07,2024-11-07
7670,42622,5713,5,126.42,632.1,,27.46,USD,Shipped,Credit Card,Field Sales,2024-11-07,2024-11-14
8145,21537,9029,5,46.28,231.4,,23.36,USD,Shipped,Credit Card,Field Sales,2024-11-07,2024-11-08
9364,89665,9309,3,197.96,593.88,,37.33,USD,Cancelled,Credit Card,Online,2024-11-07,2024-11-09
9484,21606,8706,4,39.17,156.68,,36.81,USD,Pending,Bank Transfer,Field Sales,2024-11-07,2024-11-10
718,36507,8432,3,38.89,116.67,0.05,18.35,USD,Cancelled,Credit Card,Field Sales,2024-11-08,2024-11-10
1408,38746,4323,1,24.24,24.24,0.05,29.22,USD,Shipped,Credit Card,Field Sales,2024-11-08,2024-11-15
1603,23976,7426,3,87.94,263.82,,8.33,USD,Delivered,Bank Transfer,Online,2024-11-08,2024-11-14
3317,19951,2803,5,112.25,561.25,,23.03,USD,Shipped,Credit Card,Field Sales,2024-11-08,2024-11-13
3350,57651,2636,1,186.07,186.07,,33.47,USD,Shipped,Credit Card,Online,2024-11-08,2024-11-12
5128,67161,1798,2,47.75,95.5,,15.86,USD,Cancelled,PayPal,Online,2024-11-08,2024-11-14
5526,90413,5893,3,115.09,345.27,0.2,38.63,USD,Delivered,Credit Card,Online,2024-11-08,2024-11-10
6449,66562,3039,1,69.69,69.69,0.1,18.21,USD,Cancelled,Bank Transfer,Online,2024-11-08,2024-11-12
6469,89498,1394,1,12.21,12.21,0.1,23.59,USD,Returned,Bank Transfer,Online,2024-11-08,2024-11-15
8640,28849,7833,5,16.82,84.1,,3.68,USD,Pending,Bank Transfer,Online,2024-11-08,2024-11-13
8735,78284,5713,4,32.12,128.48,0.15,39.28,USD,Cancelled,PayPal,Online,2024-11-08,2024-11-08
9083,30484,7426,4,18.89,75.56,,5.02,USD,Returned,Credit Card,Online,2024-11-08,2024-11-15
9519,48936,7833,5,251.97,1259.85,,13.5,USD,Cancelled,Credit Card,Field Sales,2024-11-08,2024-11-11
9539,61633,1572,3,13.91,41.73,,9.98,USD,Delivered,Credit Card,Marketplace,2024-11-08,
506,42933,8432,3,62.35,187.05,,39.63,USD,Shipped,Credit Card,Online,2024-11-09,2024-11-16
953,68066,4978,3,277.93,833.79,,25.05,USD,Delivered,Credit Card,Marketplace,2024-11-09,2024-11-15
1336,25879,9309,5,101.92,509.6,0.15,32.18,USD,Delivered,Invoice,Online,2024-11-09,2024-11-10
1361,57677,5478,3,86.0,258.0,0.15,3.98,USD,Returned,Credit Card,Field Sales,2024-11-09,2024-11-11
1926,23976,7241,5,34.32,171.6,,13.67,USD,Returned,Credit Card,Partner,2024-11-09,2024-11-09
3200,83735,4926,4,37.36,149.44,0.15,2.8,USD,Delivered,Bank Transfer,Online,2024-11-09,2024-11-11
4186,94930,5597,2,56.88,113.76,0.05,1.62,USD,Delivered,Credit Card,Online,2024-11-09,2024-11-15
4672,66880,9735,3,100.1,300.3,0.2,37.45,USD,Shipped,Credit Card,Online,2024-11-09,2024-11-16
4694,83571,8008,1,61.64,61.64,0.2,18.94,USD,Pending,Bank Transfer,Online,2024-11-09,2024-11-11
4731,71609,7241,5,59.08,295.4,,27.42,USD,Pending,PayPal,Field Sales,2024-11-09,2024-11-11
6841,22894,3039,5,14.06,70.3,,7.02,USD,Shipped,PayPal,Online,2024-11-09,2024-11-14
7010,21537,9309,5,87.86,439.3,0.2,7.09,USD,Delivered,PayPal,Online,2024-11-09,
7225,39096,7095,4,40.04,160.16,0.05,5.72,USD,Delivered,Credit Card,Marketplace,2024-11-09,2024-11-12
7721,15711,6855,4,91.55,366.2,,12.66,USD,Returned,PayPal,Online,2024-11-09,2024-11-09
8596,77188,2484,2,43.35,86.7,0.1,19.67,USD,Shipped,Credit Card,Partner,2024-11-09,2024-11-11
9126,66335,8524,4,43.62,174.48,,33.32,USD,Delivered,Bank Transfer,Online,2024-11-09,2024-11-12
9973,69255,1394,1,32.19,32.19,,36.41,USD,Pending,Credit Card,Online,2024-11-09,2024-11-15
302,11677,8682,5,116.69,583.45,0.15,1.76,USD,Pending,PayPal,Online,2024-11-10,2024-11-16
584,10525,1843,1,102.17,102.17,,16.04,USD,Shipped,Credit Card,Online,2024-11-10,
2083,67161,5893,5,51.81,259.05,0.2,1.11,USD,Delivered,Bank Transfer,Online,2024-11-10,2024-11-14
3581,71410,5036,2,55.57,111.14,,38.32,USD,Delivered,Credit Card,Partner,2024-11-10,2024-11-13
